分類,簡稱,活躍區域,成立時間,全名,社群簡介,官網,Facebook Fan Page,Facebook Group,Google Group,G+,Slack,Telegram Channel,IRC,Twitter,Blog,Youtube,常辦活動的人,備註,重要議題,討論串聯結,備註
愛好者社群,AgileCommunity.tw,台北,2012,台灣敏捷社群,"AgileCommunity.tw 是一群對 Agile 技術有興趣或是狂熱的人所組成，期待藉由經驗分享和技術交流，來讓台灣軟體開發能更進步，工作能更快樂。

短期目標：透過定期小型聚會，茁壯台灣敏捷社群
中期目標：在台灣舉辦像 Agile Tour 或 Scrum Gathering 之類的大型聚會。",https://www.facebook.com/AgileCommunity.tw/,https://www.facebook.com/AgileCommunity.tw/   (3710),https://www.facebook.com/groups/179345672472/?ref=pages_profile_groups_tab&source_id=151865964951100   (5528),n/a,https://plus.google.com/109051910019744950144   (15),n/a,n/a,n/a,n/a,http://agilecommtw.blogspot.com/,https://www.youtube.com/channel/UC9Ux9rYTYW-JDbEQzV_JLWQ  (35),https://www.facebook.com/aska.lee1; https://www.facebook.com/YehDeanDean,,,,
愛好者社群,Agile Kaohsiung,高雄,2016,高雄敏捷,高雄敏捷 (Agile Kaohsiung) 是由一群對 Agile 敏捷有興趣的夥伴所組成，期待藉由Agile 經驗分享和交流，改變高雄與台灣產業文化,https://www.facebook.com/agile.kaohsiung/,https://www.facebook.com/agile.kaohsiung/   (159),https://www.facebook.com/groups/agile.kaohsiung/?ref=pages_profile_groups_tab&source_id=151865964951100  (387),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.facebook.com/herchg; https://www.facebook.com/scarlert.tsai; https://www.facebook.com/shujun.liang,,,,
技術社群,GCPUG Taiwan,台北,2015,GCPUG Taiwan,Google雲端服務在台灣地區展露頭角，有許多新的服務、新的知識、新的創意，歡迎大家一起分享，一起了解Google雲端服務,http://gcpug.tw/,https://www.facebook.com/Gcpugtw-100179907340389/?eid=ARAe2daAYF4avpE68qMonv_nwt_ndpRxO64lhUaZt9fqwdgvo3LEyD4_bLYbVWsF2tepNEbwuG0sl2VL   (216),https://www.facebook.com/groups/GCPUG.TW/about/   (5436),n/a,https://plus.google.com/u/0/communities/116100913832589966421   (464),n/a,n/a,n/a,https://twitter.com/gcpug   (48),http://blog.gcpug.tw/,https://www.youtube.com/channel/UChsSyJ6twixb5yiGfS1bo3g   (146),https://goo.gl/8YhXBw; https://goo.gl/bSWU2W; https://goo.gl/qw3BDk;https://goo.gl/mS3yvz; https://goo.gl/99D9Nk; https://goo.gl/b5HxrB,,,,
技術社群,WoFOSS,台北,2010,台灣女子自由軟體工作小組,"WoFOSS好自由小組（台灣女子自由軟體工作小組，Women in Free and Open Source Software in Taiwan）， 是由一群參與自由軟體的女生組成的社群。
資訊／工程領域，傳統一直由男性主導。然而多年來，女生們陸陸續續，從各個角度進入這個領域，不論是開發工程師、 推廣者，甚至只是喜歡自由軟體的使用者。
我們希望集結資訊領域的女生，發出我們的聲音，以行動塑造對女性更友善的資訊環境。讓女生參與自由軟體，投入資訊 領域，都能覺得好自由，好自在！",http://www.wofoss.org/,n/a,https://www.facebook.com/groups/wofoss/about/   (361),https://groups.google.com/forum/?nomobile=true#!forum/wofoss   (116),n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://goo.gl/qYwkig; https://goo.gl/qmu1uW; https://goo.gl/j5JqDS,,,,
愛好者社群,台中自由軟體愛好者社群 (TFC),台中,2012,台中自由軟體愛好者社群 (TFC),推動台中地區自由與開源軟體風氣，讓同好有一個技術交流的平台，目前每月舉辦至少一次議題聚會。,https://www.facebook.com/groups/tfc.tw/,https://www.facebook.com/tfctaiwan/?eid=ARAY0q91laGnKIHoWB1kEsNoEzLh0zAC0R7UmMNRT3w4ErAC22eizPiYTa68xNsjX-knI12lF_5KH3PD   (97),https://www.facebook.com/groups/tfc.tw/about/   (882),https://groups.google.com/forum/#!forum/taichung-foss-fans-meeting   (81),https://plus.google.com/communities/103994353345517742722   (407),tfc.slack.com,n/a,#tcffm,n/a,http://tcffm.blogspot.com/,https://www.youtube.com/channel/UCJqQXTyGRAXTaNwyTDrh0Yg   (11),https://www.facebook.com/jason.cheng.9615; https://goo.gl/a42vww; https://goo.gl/TpgWfa,,,,
線上論壇,北-BIO,台北,2017,Taipei Bioinformatics Omnibus,"TBO is a local community for any biological data scientists, bioinformaticians,  bioinformatic engineers or anyone interested in leveraging (learning/teaching) bioinformatics-related algorithms, knowledge or skills. Any discussion or post will focus on bioinformatics, computational biology, systems biology or any correlated techniques.",https://www.facebook.com/groups/446434039038963/,n/a,https://www.facebook.com/groups/446434039038963/   (268),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://goo.gl/s54ZAn; https://goo.gl/LV16JW; https://goo.gl/y57wLC; https://goo.gl/87ekb7,,,,
社群,UX/UI 台中聚,台中,2017,UX/UI 台中聚,《 UX/UI 台中聚 》社群成立於2017年五月，成立宗旨為「為中部地區帶來更豐富的UX/UI資源」，期望能促進交流、分享、學習。歡迎UX/UI領域工作者及對此有興趣的朋友們一起來響應與推動。,https://uxui-taichung.kktix.cc/,n/a,https://www.facebook.com/groups/uxui.taichung/about/   (630),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://goo.gl/V2voJ7; https://goo.gl/B4tFVp; https://goo.gl/vz5xiB; https://goo.gl/nweLQE; https://goo.gl/s7W1v6,,,,
Maker社群,OpenLab Taipei,台北,2008,OpenLab Taipei,Openlab. Taipei是選擇以開放程式碼和自由軟體為創作工具的藝術家聚集之地，而這空間並不一定有固定的狀態，它可能會發生在網路、IRC、咖啡廳、藝文空間、替代空間和工作室，同時也沒有時間的限制。我們在這裡推廣使用FLOSS去實踐、實驗和玩樂數位藝術創作的各種面向，並且驗證自由軟體與藝術的結合是數位藝術中一股重要的力量和趨勢。 ,https://www.facebook.com/groups/openlab.taipei/,n/a,https://www.facebook.com/groups/openlab.taipei/,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"鄭鴻旗, 馬嘉宏",,,,
Maker社群,Fablab Taipei,台北,2013,Fablab Taipei,"Fablab Taipei是個推廣使用數位製造工具的開放空間， 鼓勵實作與知識共享的實體社群,讓大家都可以成為一個""自造者""。Fablab Taipei 是全球非營利FabLab社群的台北分支，2013年5月由一群關心台灣自造者運動發展的朋友組成，透過不定期的教學課程、工作坊、案例分享會、Fab Academy，來鼓勵大家動手做、發揮創意、相互學習、合作，一起創造未來！",http://fablabtaipei.org/,https://www.facebook.com/FablabTaipei/,https://www.facebook.com/groups/fablabtaipei/,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"曲新天,楊奕德,JC Chang,趙珩宇,陳亮宇,Ted Hung,Peichin Lin.Devon Hsin,Jason Wang,鄭鴻旗,王仲昀,Sega Liu",,,,較多活動/演講資訊的宣傳轉發，其次為技術或影片分享，實際上公共議題討論少
技術社群,Front-End Developers Taiwan,台北,2013,Front-End Developers Taiwan,"希望前端能夠成為台灣一個成熟的產業! 主要討論: 前端網頁技術，使用者介面探討，網頁設計。 HTML，CSS，JavaScript等語言技術討論，瀏覽器開發工具。iOS, Android 等 Mobile App 使用者介面相關議題討論。",https://2018.fedc.tw/,n/a,https://www.facebook.com/groups/f2e.tw/,n/a,n/a,https://fedtw.herokuapp.com/,n/a,n/a,https://twitter.com/hashtag/f2etw ,n/a,n/a,,,,,
,OuavLABS,,,,,,OuavLABS/開放無人機社群,https://www.facebook.com/groups/1803114993339496/about/,,,,,,,,,,,,,
,跨界 App,,,,https://www.facebook.com/xapps.tw/?__tn__=%2Cd%2CP-R&eid=ARAwQ86rPy18k0WQTcIk7PrUcWK8vVsHpPMdslMkhsGLPTNFI-0wt8B9sRenripn6IY7M-VMQP3jW6HY,,,https://www.facebook.com/groups/1387494514883180/ (17),,,,,,,,,,,,,
,台灣資料科學同好交流區,,,,,,,"https://www.facebook.com/groups/datasci.tw/  (15,406)",,,,,,,,,,,,,
,台灣人工智慧社團,,,,,,,"https://www.facebook.com/groups/Taiwan.AI.Group/  (27,011)",,,,,,,,,,"刷關鍵字""政策""刷完，""政府""到2017/12，待整體檢驗",,,
,SITCON,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
g0v 相關社群,,,,,,,,,,,,,,,,,,,,,
公民科技社群,g0v 萌典,台北,2013,萌典 MoeDict,"萌典共收錄十六萬筆國語、兩萬筆臺語、一萬四千筆客語條目，並支援「自動完成」功能及「%_ *? ^.$」等萬用字元。
定義裡的每個字詞都可以點擊連到說明。",https://www.moedict.tw/,,n/a,n/a,https://plus.google.com/+MoedictTw-g0v,g0v slack「#moedict」,n/a,n/a,https://twitter.com/moedict,n/a,n/a,n/a,,,,
公民科技社群,g0v 萌典 - 阿美語,台北,2014,阿美語萌典 ,萌典衍伸出的另一個子專案，由方敏英阿美語字典、博利亞潘世光神父阿美語-法語與阿美語-漢語字典、蔡中涵阿美語大辭典，提供g0v及萌典無償使用。定義裡的每個字詞都可以點擊連到說明。,,,https://www.facebook.com/amis.moedict/,n/a,n/a,n/a,telegram:@pangcah_bot,n/a,n/a,n/a,https://goo.gl/ufzkzb,"Weiting Tsai,Jerry Lee",youtube上沒有專屬頻道，但在官網上有列出歷屆g0v提案和成果報告影片;活躍者：team members on facbook fans page.,,,
公民科技社群,cofacts,台北,2017,Cofacts 真的假的,致力於用草根公民力量透過線上協作模式，查證/打擊可能的不實消息。,https://cofacts.g0v.tw/,,https://www.facebook.com/groups/cofacts/about/,n/a,n/a,g0v slack「#cofacts」,n/a,n/a,n/a,https://medium.com/cofacts,n/a,"Johnson Liang,Lucien Lee,Billionn Lee,魏妤庭,Kuan-Hung Kuo,Po-Cheng Chu,Ly Cheng,Chen Chen Liu",,,,
公民科技社群,投票指南,台北,2014,立委／議員投票指南 Vote Taiwan,,https://councils.g0v.tw/,,,,,,,,,,,,,,,
公民科技社群,vTaiwan,台北,,,,,,,,,,,,,,,,,,,
,族繁不及備載 - ,,,,,,,,,,,,,,,,,,,,
社群,HPX,高雄,,HPX,"""HPX 是數位產品(網站/App)設計與企劃工作者的交流社群平台。尤其是對創新產品企劃或使用者經驗設計有興趣的人。
社群透過多元活動/讀書會，推動實務經驗分享與互動交流，創造有效的學習成長，也促成各種合作機會。
HPXKH 即是 HPX 的高雄讀書會，提供高雄愛書的朋友們一個呼朋引伴的環境。任何社員都可以在這裡舉辦讀書聚會，
開啟多元化主題的交流，舉凡產品、服務、行銷、設計、人類、心理、哲學、社會、商業、管理、技術、科技、創業。
後續透過輕鬆聚或大聚互相分享彼此的心得，以書會友，共同成長。""",https://github.com/TGmeetup/TGmeetup/tree/master/community/tw/HPXKH,,,,,,,,,,,,,,,
技術社群,Data Science Meetup 台灣資料科學社群,美國舊金山灣區,,Data Science Meetup 台灣資料科學社群,大數據蘊藏著巨量的信息和價值，如何處理好大數據並發掘其潛藏的商業價值，就要靠資料科學有效的應用。21世紀是資料科學決勝時代，我們社群將為大家提供與資料科學相關的最新技術和資訊實戰攻略，並透過全球資深業界人士和學者幫助相關職業規劃與挑戰。Data Science Meetup（台灣資料科學社群）歡迎所有對資料科學相關領域有興趣的人參加和分享。,https://www.facebook.com/groups/datasciencemeetup/?hc_location=group,,,,,,,,,,,,,,,
社群,Taipei Women in Tech,台北,,,,,,,,,,,,,,,,,,,
社群,LTUX.Taipei,台北,,,,,,,,,,,,,,,,,,,
社群,師大性壇 Gamily,台北,,,,,,,,,,,,,,,,,,,
非社群,,,,,,,,,,,,,,,,,,,,,
公司(原先是議題社群),TeSA,台北,,,,,,,,,,,,,,,,,,,
基金會,開放文化基金會,北部,,,,,,,,,,,,,,,,,,,
協會,TiEA,台北,,,,,,,,,,,,,,,,,,,
協會,台灣數位科技策進會,台北,,,,,,,,,,,,,,,,,,,
協會,社團法人高雄軟體開發者協會,南部,2014,Kaohsiung Software Developer Association,協助社群處理財務及法務， 簡單說高雄版本 OCF,http://ksda.tw/,,,,,,,,,,,,,,,
協會,臺灣資料工程協會,,,,,,,,,,,,,,,,,,,,
協會,社團法人台灣維基媒體協會,北部,2007,社團法人台灣維基媒體協會（英語：Wikimedia Taiwan）簡稱台灣維基媒體協會、維基臺灣分會[1]，原名中華民國維基媒體協會,隨著作為線上百科全書的維基百科計畫，已經成為Web 2.0時代最具代表性的網站，在美國維基媒體基金會成立後，各國也陸續成立分會。2006年2月19日，一群臺灣維基媒體使用者共同發起、主導，正式開始組織社團法人的籌備程序，並且持續舉辦臺灣在地維基人社群的活動,,,,,,,,,,,,,,,,
